"","Sample","Date.x","Filter_type","Filter_size","Filter_box_nr","Filter_blank","Volume","Date.y","Day","Treatment","Element","Concentration","Detection_limit"
"152","COM010","09.12.2019 11:41:06","GFF",NA,1,NA,1000,2019-10-05,0,"K1","P",0.0133537159488884,0.000491109893151936
"153","COM010","09.12.2019 11:41:06","GFF",NA,1,NA,1000,2019-10-05,0,"K1","S",0.0305708345837689,0.00885717494261854
"154","COM010","09.12.2019 11:41:06","GFF",NA,1,NA,1000,2019-10-05,0,"K1","Cl",0.54612761430305,0.647277338562398
"155","COM010","09.12.2019 11:41:06","GFF",NA,1,NA,1000,2019-10-05,0,"K1","K",0.0470397024378375,0.0874342287213321
"156","COM010","09.12.2019 11:41:06","GFF",NA,1,NA,1000,2019-10-05,0,"K1","Ca",0.172015397184712,0.0657205650616762
"157","COM010","09.12.2019 11:41:06","GFF",NA,1,NA,1000,2019-10-05,0,"K1","Mn",0.00116087338019885,0
"158","COM010","09.12.2019 11:41:06","GFF",NA,1,NA,1000,2019-10-05,0,"K1","Fe",0.141495963918365,0.00977279688893903
"159","COM010","09.12.2019 11:41:06","GFF",NA,1,NA,1000,2019-10-05,0,"K1","Cu",0.000190693350715978,NA
"160","COM010","09.12.2019 11:41:06","GFF",NA,1,NA,1000,2019-10-05,0,"K1","As",-0.00072243931431343,NA
"161","COM011","09.12.2019 11:51:58","GFF",NA,1,NA,1000,2019-10-05,0,"K2","C",2.83511237476685,0.131647426322612
"162","COM011","09.12.2019 11:51:58","GFF",NA,1,NA,1000,2019-10-05,0,"K2","N",0.187791411356306,0.207632540806167
"163","COM011","09.12.2019 11:51:58","GFF",NA,1,NA,1000,2019-10-05,0,"K2","O",-0.902993676201503,0.156339770657109
"164","COM011","09.12.2019 11:51:58","GFF",NA,1,NA,1000,2019-10-05,0,"K2","Na",-0.0203668860401256,0.0961809833104051
"165","COM011","09.12.2019 11:51:58","GFF",NA,1,NA,1000,2019-10-05,0,"K2","Mg",0.284851878308994,0.0287938984365146
"166","COM011","09.12.2019 11:51:58","GFF",NA,1,NA,1000,2019-10-05,0,"K2","Al",-0.612388167892188,NA
"167","COM011","09.12.2019 11:51:58","GFF",NA,1,NA,1000,2019-10-05,0,"K2","Si",-0.695563929986177,0.17184135782949
"168","COM011","09.12.2019 11:51:58","GFF",NA,1,NA,1000,2019-10-05,0,"K2","P",0.0152741730363832,0.000491109893151936
"169","COM011","09.12.2019 11:51:58","GFF",NA,1,NA,1000,2019-10-05,0,"K2","S",0.0548448281421822,0.00885717494261854
"170","COM011","09.12.2019 11:51:58","GFF",NA,1,NA,1000,2019-10-05,0,"K2","Cl",1.42331658205989,0.647277338562398
"171","COM011","09.12.2019 11:51:58","GFF",NA,1,NA,1000,2019-10-05,0,"K2","K",-0.00516700157599741,0.0874342287213321
"172","COM011","09.12.2019 11:51:58","GFF",NA,1,NA,1000,2019-10-05,0,"K2","Ca",0.113559623781138,0.0657205650616762
"173","COM011","09.12.2019 11:51:58","GFF",NA,1,NA,1000,2019-10-05,0,"K2","Mn",0.000828035557904076,0
"174","COM011","09.12.2019 11:51:58","GFF",NA,1,NA,1000,2019-10-05,0,"K2","Fe",0.0937438689130431,0.00977279688893903
